1	0	0	0.15
2	17.614	-24.575	0.348
1000	-40.755	-25.933	-0.026
1001	-3.265	-12.577	0.142
1002	1.455	-11.302	-0.258
1003	2.763	-8.896	-0.314
1004	5.345	-8.623	-0.057
1005	1.82	-7.829	-0.151
1006	1.489	-12.39	0.127
1007	6.444	-9.681	-0.113
1008	6.371	-10.092	-0.245
1009	4.258	-8.415	-0.184
1010	11.321	-7.315	-0.053
1011	-15.184	-17.076	0.345
1012	-8.717	-12.367	-0.065
1013	-11.183	-14.875	0.264
1014	-23.443	-15.656	0.15
1015	-11.612	-11.385	-0.109
1016	-21.243	-19.692	0.275
1017	-9.783	-10.145	-0.178
1018	0.588	-6.803	-0.053
1019	-5.483	-11.17	-0.196
1020	-9.739	-1.954	0.144
1021	1.514	-9.8	-0.33
1022	-0.661	-10.276	-0.368
1023	-40.754	-25.971	-0.03
1024	-15.774	-5.196	0.032
1025	-23.075	-0.665	0.25
1026	-27.762	-26.271	0.579
1027	-30.579	-26.235	0.222
1028	-3.343	-9.907	-0.304
1030	1.124	-13.809	0.648
1031	-12.444	-26.543	0.329
1032	-8.456	-15.707	0.623
1033	-18.859	-28.329	0.488
1034	-11.666	-28.29	0.127
1035	-12.996	-25.91	0.561
1036	-22.572	-22.307	0.656
1037	-3.85	-13.823	0.62
1038	-13.184	-29.685	0.142
1039	-12.663	-28.35	0.177
1040	6.273	-14.342	-0.076
1041	7.417	-10.991	-0.083
1042	4.863	-14.723	-0.22
1043	6.19	-15.383	-0.001
1044	7.987	-11.711	0.046
1045	7.685	-13.733	0.03
1046	5.528	-14.061	-0.272
1047	5.146	-15.028	-0.196
1048	8.016	-12.565	0.078
1049	6.549	-10.855	-0.37
1050	5.984	-14.164	-0.245
1051	5.61	-13.051	-0.326
1052	3.595	-15.939	-0.019
1053	2.133	-14.468	0.425
1054	4.596	-13.703	-0.169
1055	3.836	-13.281	0.072
1056	4.85	-12.774	-0.179
1057	5.481	-13.408	-0.327
1058	2.303	-15.263	0.275
1059	4.301	-14.164	-0.132
1060	4.72	-5.622	-0.061
1061	3.487	-9.7	-0.378
1062	3.322	-10.212	-0.482
1063	3.221	-11.403	-0.476
1064	2.347	-11.164	-0.412
1065	3.406	-10.826	-0.621
1066	3.127	-12.67	-0.09
1067	3.928	-11.211	-0.691
1068	3.763	-12.034	-0.427
1069	3.563	-10.121	-0.577
1070	5.31	-10.748	-0.738
1071	5.825	-10.696	-0.568
1072	4.357	-10.316	-0.708
1073	6.466	-8.842	-0.003
1074	6.695	-11.595	-0.467
1075	5.687	-11.117	-0.808
1076	4.777	-9.962	-0.403
1077	4.1	-9.09	-0.201
1078	4.836	-10.98	-0.757
1079	7.474	-12.718	-0.096
1080	7.346	-9.98	0.072
1081	8.008	-10.694	0.135
1082	6.375	-11.888	-0.667
1083	7.165	-11.789	-0.273
1084	5.339	-9.31	-0.183
1085	8.265	-13.894	0.267
1086	6.823	-12.634	-0.44
1087	12.447	-11.756	0.206
1088	6.175	-13.259	-0.471
1089	13.91	-13.543	0.414
1090	6.709	-14.008	-0.086
1091	6.749	-13.859	-0.232
1092	-3.211	-18.705	0.3
1093	8.682	-16.136	0.394
1094	2.771	-17.405	0.15
1095	1.54	-15.232	0.376
1096	6.12	-13.78	-0.206
1097	5.768	-16.219	0.139
1098	7.503	-15.554	0.247
1099	4.65	-16.886	0.145
1100	-5.26	-21.319	0.115
1101	-5.118	-22.565	0.121
1102	-2.786	-22.262	0.194
1103	-5.873	-20.903	0.286
1104	-4.664	-20.167	0.331
1105	2.832	-20.51	0.192
1106	-5.866	-22.273	-0.019
1107	-3.891	-19.814	0.251
1108	11.329	-7.321	-0.052
1109	-4.04	-19.359	0.37
1110	-6.455	-22.14	0.307
1111	-6.636	-24.395	0.062
1112	-9.493	-22.938	0.721
1113	45.606	-26.089	0.379
1114	-10.035	-25.115	0.285
1115	-8.183	-24.349	0.206
1116	-7.699	-22.336	0.465
1117	-6.58	-22.848	0.208
1118	-10.332	-24.411	0.481
1119	-1.544	-30.538	0.296
1120	24.303	-6.639	-0.028
1121	89.161	36.356	-0.189
1124	56.149	2.045	0.068
1127	56.729	29.207	0.039
1129	76.147	8.556	0.175
1130	5.826	-12.247	-0.831
1131	17.519	-33.889	-1.161
1132	17.926	-55.537	-1.084
1133	-11.375	-34.749	-1.122
