1	0	0	-0.1
2	-15.118	48.865	0.526
1000	2.494	-8.321	-0.05
1001	-8.87	18.365	0.102
1002	-7.832	19.386	0.021
1003	-7.657	20.282	0.04
1004	-8.957	19.786	0.026
1005	-8.353	19.946	-0.102
1006	-8.3	19.095	-0.037
1007	-9.283	19.259	0.229
1008	-9.436	18.557	0.224
1009	-8.092	18.177	0.035
1010	-7.832	22.249	0.116
1011	-8.736	20.565	-0.073
1012	-8.688	23.081	0.025
1013	-9.216	22.605	0.034
1014	-8.378	20.864	-0.05
1015	-8.322	21.281	0.04
1016	-8.877	21.597	0.042
1017	-8.621	21.583	0.013
1018	-9.094	20.752	0.091
1019	-9.346	21.441	0.267
1020	-10.021	24.34	0.279
1021	-9.601	23.733	0.045
1022	-9.751	23.022	0.273
1023	-8.931	23.948	0.098
1024	-8.94	24.728	0.227
1025	-9.335	25.526	0.371
1026	-10.285	25.857	0.419
1027	-7.981	24.085	0.249
1028	-13.156	28.669	0.8
1029	-11.313	23.563	0.564
1030	-5.121	29.779	0.269
1031	-10.12	29.333	0.451
1032	-7.152	12.484	0.054
1033	-8.878	12.788	0.233
1034	-7.458	12.424	0.155
1035	-8.285	15.511	0.188
1036	-6.413	8.021	-0.003
1037	1.72	12.093	0.014
1038	-6.141	4.279	-0.001
1039	-7.768	16.125	-0.05
1040	-2.162	-9.028	-0.557
1041	-4.349	-3.096	-0.037
1042	-3.196	-7.909	-0.51
1043	-2.276	-8.212	-0.533
1044	-5.811	-1.321	-0.136
1045	-3.036	-5.344	-0.18
1046	-4.937	-2.582	-0.175
1047	-1.543	-7.568	-0.28
1048	-5.665	4.033	-0.111
1049	-3.549	-7.243	-0.174
1050	1.849	-12.823	-0.116
1051	-1.151	-11.703	-0.824
1052	-0.588	-11.422	-0.685
1053	2.401	-16.67	-0.13
1054	-0.208	-8.693	-0.262
1055	-0.966	-9.917	-0.589
1056	1.329	-10.264	-0.119
1057	-2.114	-10.032	-0.532
1058	0.03	-11.883	-0.523
1059	-2.963	-10.158	-0.133
1060	-1.197	-15.706	-0.416
1061	0.361	-13.302	-0.665
1062	-1.782	-14.278	-0.351
1063	-1.063	-13.136	-0.743
1064	0.792	-14.884	-0.539
1065	-1.86	-13.272	-0.221
1066	0.274	-15.924	-0.595
1067	-0.646	-13.093	-0.763
1068	-0.111	-12.698	-0.75
1069	-0.879	-14.18	-0.68
1070	-0.914	-22.01	-0.224
1071	-3.098	-24.912	-0.016
1072	-1.711	-17.115	-0.338
1073	-0.737	-17.899	-0.489
1074	1.988	-23.114	-0.212
1075	-0.41	-15.032	-0.653
1076	3.145	-20.536	-0.148
1077	-1.655	-19.428	-0.233
1078	0.082	-19.892	-0.375
1079	1.401	-17.856	-0.34
1080	-5.067	-13.53	0.311
1081	-2.599	-16.9	-0.066
1082	-6.321	-13.205	0.298
1083	-14.115	-21.147	0.21
1084	-2.382	-13.272	-0.076
1085	7.72	-20.761	-0.264
1086	-9.215	-27.973	0.1
1087	-2.794	-19.745	-0.07
1088	-5.879	-16.153	0.396
1089	-7.466	-18.857	0.338
1090	-5.205	-12.113	0.058
1091	-7.48	-14.022	0.18
1092	-7.322	-11.369	0.211
1093	-8.011	-13.502	0.206
1094	-4.69	-11.531	-0.032
1095	-7.517	-13.4	0.129
1096	-7.302	-12.648	0.108
1097	-6.323	-11.154	0.074
1098	-6.556	-12.884	0.068
1099	-4.672	-10.26	-0.146
1100	-5.759	-4.564	-0.132
1101	-5.161	-8.126	0
1102	-6.245	-7.479	0.223
1103	-9.502	-19.315	0.301
1104	-6.343	-1.962	-0.093
1105	-5.345	-6.589	-0.032
1106	-5.874	-5.432	0.145
1107	-5.699	-8.603	0.205
1108	-7.33	-15.045	0.302
1109	-5.833	-6.363	0.172
1110	-6.405	-1.625	-0.003
1111	-8.407	-10.668	0.217
1112	-7.986	-4.53	0.031
1113	-9.391	-10.338	0.305
1114	-10.692	-8.436	0.138
1115	-7.827	-5.403	0.056
1116	-11.618	-7.582	0.091
1117	-13.013	-5.784	0.498
1118	-8.738	-1.318	0.44
1119	-11.106	-7.906	0.093
1120	-9.48	8.618	0.41
1121	-7.591	3.802	0.184
1122	-8.634	3.627	0.428
1123	-9.52	10.854	0.318
1124	-9.618	11.407	0.524
1125	-7.479	2.293	0.327
1126	-4.366	1.597	-0.039
1127	-7.612	-6.363	0.164
1128	-8.812	7.466	0.273
1129	-8.536	6.076	0.401
1130	-9.588	-12.972	0.211
1131	-11.9	13.597	0.438
1132	-9.977	13.149	0.421
1133	-12.092	14.249	0.599
1134	-13.527	3.42	0.46
1135	-11.349	18.425	0.558
1136	-5.008	-10.427	-0.049
1137	-11.204	11.522	0.461
1138	-10.249	14.933	0.406
1139	-10.423	15.568	0.52
